Instituto Superior de Engenharia de Lisboa
    Laborat¢rio de Controlo de Sistemas


   Data: 05/04/22
   Hora: 11:19:46

UNIDADES:
   Tempo : seg.
   Canais: mV

POSICAO_DAS_VALVULAS:
   Valvula_A: 0
   Valvula_B: 2
   Valvula_C: 0

PARAMETROS_DO_CONTROLADOR:
   KP=2
   KI=0.1

Controlo: Nivel1

       Tabela de Dados



  Tempo  SetPoint  Nivel1   Caudal 
     254  3999,76  4001,59  3014,01
   254,5  3999,76  4007,69  3023,16
     255  3999,76  4007,08  3018,89
   255,5  3999,76  4006,47  3003,63
     256  3999,76  4001,59  2990,81
   256,5  3999,76  4006,47  2990,81
     257  3999,76  4009,52   3007,9
   257,5  3999,76  4007,69  3009,12
     258  3999,76   4008,3  3007,29
   258,5  3999,76  4010,74  2998,14
     259  3999,76  4006,47  3006,07
   259,5  3999,76  4017,46  3006,68
     260  3999,76   4008,3  2997,53
   260,5  3999,76  4005,86  2979,22
     261  3999,76  4010,74  2979,22
   261,5  3999,76  4013,18  2992,65
     262  3999,76  4003,42  2997,53
   262,5  3999,76  4000,37  3006,68
     263  3999,76  3998,54  2993,87
   263,5  3999,76  4000,37  2987,15
     264  3999,76  4004,03  2997,53
   264,5  3999,76  4011,35  3010,35
     265  3999,76  4013,18  3006,68
   265,5  3999,76  4007,69  2997,53
     266  3999,76  4008,91  2987,15
   266,5  3999,76  4010,74  2984,71
     267  3999,76  4007,08  2985,93
   267,5  3999,76  4007,08  2981,05
     268  3999,76  4007,69  2984,71
   268,5  3999,76  4002,81  2983,49
     269  3999,76  4000,98  2992,65
   269,5  3999,76  4005,25  2989,59
     270  3999,76  4005,86  3004,24
   270,5  3999,76  4005,86  3014,62
     271  3999,76   4008,3  3014,62
   271,5  3999,76  4009,52  3004,85
     272  3999,76  4003,42  3014,01
   272,5  3999,76   4002,2  3009,12
     273  3999,76  4006,47  3028,05
   273,5  3999,76  4010,74  3039,03
     274  3999,76  4010,13  3043,31
   274,5  3999,76   4014,4  3052,46
     275  3999,76  4010,13  3044,53
   275,5  3999,76  4016,24  3045,75
     276  3999,76  4006,47  3043,92
   276,5  3999,76  4011,96  3024,99
     277  3999,76  4011,96  3003,63
   277,5  3999,76  4010,13  2992,03
     278  3999,76  4008,91  2974,33
   278,5  3999,76  4010,13  2973,11
     279  3999,76  4010,13  2987,15
   279,5  3999,76  4005,25  3020,11
     280  3999,76  4007,08  3021,94
   280,5  3999,76  4005,25   3019,5
     281  3999,76  4011,96   3007,9
   281,5  3999,76  4010,13  2989,59
     282  3999,76  4011,35  2979,22
   282,5  3999,76  4010,74  2983,49
     283  3999,76  4007,69  2982,27
   283,5  3999,76  4011,35  2988,98
     284  3999,76  4011,35  2982,88
   284,5  3999,76  4016,85  2978,61
     285  3999,76  4018,07  2967,62
   285,5  3999,76  4005,86  2962,74
     286  3999,76  4009,52   2960,3
   286,5  3999,76  4010,74   2966,4
     287  3999,76  4005,86  2967,62
   287,5  3999,76  4010,13  2973,72
     288  3999,76  4009,52  2979,22
   288,5  3999,76   4008,3  2963,35
     289  3999,76  4006,47   2954,8
   289,5  3999,76  4013,79  2951,75
     290  3999,76   4008,3  2952,97
   290,5  3999,76  4007,69  2960,91
     291  3999,76  4011,96  2947,48
   291,5  3999,76  4011,35  2951,75
     292  3999,76  4009,52  2970,06
   292,5  3999,76  4011,96  2971,28
     293  3999,76  4006,47  2960,91
   293,5  3999,76  4000,98  2951,75
     294  3999,76  4010,13  2951,14
   294,5  3999,76  4011,96  2955,41
     295  3999,76  4006,47  2958,46
   295,5  3999,76  4003,42  2939,54
     296  3999,76   3996,7  2936,49
   296,5  3999,76   3996,7  2944,43
     297  3999,76  4002,81   2954,8
   297,5  3999,76  4001,59  2984,71
     298  3999,76  4008,91  2985,32
   298,5  3999,76  3997,31  2984,71
     299  3999,76   4008,3  2981,05
   299,5  3999,76  4006,47  2976,17
     300  3999,76  4005,86  2985,93
   300,5  3999,76   4008,3  2965,18
     301  3999,76  4004,03  2953,58
   301,5  3999,76  3999,15  2947,48
     302  3999,76  3997,31   2948,7
   302,5  3999,76  4004,64  2964,57
     303  3999,76  4004,03  2993,26
   303,5  3999,76   3996,7  2999,97
     304  3999,76  3997,31  2985,32
   304,5  3999,76  3995,48  2985,93
     305  3999,76  3989,38  2979,22
   305,5  3999,76  3989,38  2991,42
     306  3999,76   3996,7  3004,24
   306,5  3999,76  3997,31  2999,36
     307  3999,76  3997,92  2985,32
   307,5  3999,76  3999,76     2978
     308  3999,76  3992,43  2936,49
   308,5  3999,76  3996,09  2908,41
     309  3999,76  4000,37  2885,22
   309,5  3999,76  3997,31  2880,95
     310  3999,76  3996,09  2874,23
   310,5  3999,76  3997,31  2871,79
     311  3999,76   3990,6  2874,84
   311,5  3999,76  3992,43  2891,93
     312  3999,76  3989,99  2888,27
   312,5  3999,76  3989,38  2882,17
     313  3999,76  3985,11  2898,04
   313,5  3999,76  3982,06  2910,25
     314  3999,76   3972,9  2904,75
   314,5  3999,76  3980,22  2912,08
     315  3999,76  3971,68  2924,89
   315,5  3999,76  3975,95  2935,27
     316  3999,76  3981,44  2948,09
   316,5  3999,76  3978,39  2953,58
     317  3999,76  3979,61  2959,69
   317,5  3999,76     3979  2967,01
     318  3999,76     3979  2957,24
   318,5  3999,76  3986,33  2967,01
     319  3999,76  3986,33  2976,17
   319,5  3999,76  3980,83  2974,94
     320  3999,76  3979,61  2973,11
   320,5  3999,76  3983,28  2955,41
     321  3999,76  3978,39   2960,3
   321,5  3999,76  3980,22  2959,07
     322  3999,76   3984,5  2987,76
   322,5  3999,76  3983,28  3001,19
     323  3999,76  3978,39  3006,07
   323,5  3999,76  3976,56  3007,29
     324  3999,76  3977,17  3014,62
   324,5  3999,76  3972,29  3032,32
     325  3999,76  3972,29  3034,15
   325,5  3999,76  3985,11  3024,99
     326  3999,76  3989,38   3025,6
   326,5  3999,76  3983,89  3034,15
     327  3999,76  3980,83  3029,88
   327,5  3999,76  3987,55  3016,45
     328  3999,76  3982,67  3014,62
   328,5  3999,76  3991,21  3007,29
     329  3999,76  3988,16  3020,11
   329,5  3999,76  3987,55  3009,12
     330  3999,76  3986,94  3000,58
   330,5  3999,76  3986,94  2984,71
     331  3999,76  3988,16  2983,49
   331,5  3999,76  3992,43  3003,02
     332  3999,76  3994,87  3009,74
   332,5  3999,76  3983,89  3029,27
     333  3999,76  3988,77  3039,03
   333,5  3999,76  3986,94  3028,66
     334  3999,76  3989,38  3018,89
   334,5  3999,76  3991,21  3009,74
     335  3999,76  3988,16  3002,41
   335,5  3999,76  3994,26  3000,58
     336  3999,76  3991,21  2998,14
   336,5  3999,76  3994,87  3004,85
     337  3999,76   4002,2  3004,85
   337,5  3999,76  3998,54  3012,79
     338  3999,76  4000,37  3011,57
   338,5  3999,76  3992,43   3001,8
     339  3999,76   3996,7  2998,14
   339,5  3999,76  3991,21  3006,07
     340  3999,76  3998,54  3009,74
