Instituto Superior de Engenharia de Lisboa
    Laborat¢rio de Controlo de Sistemas


   Data: 05/04/22
   Hora: 12:02:32

UNIDADES:
   Tempo : seg.
   Canais: mV

POSICAO_DAS_VALVULAS:
   Valvula_A: 5
   Valvula_B: 0
   Valvula_C: 3

PARAMETROS_DO_CONTROLADOR:
   KP=3
   KI=0

Controlo: Nivel2

       Tabela de Dados



  Tempo  SetPoint  Nivel2   Caudal 
   258,5  3999,76  3293,56  6012,15
     259  3999,76  3308,82   5968,2
   259,5  3999,76  3303,32  5915,71
     260  3999,76  3305,76  5831,48
   260,5  3999,76  3316,75  5739,31
     261  3999,76  3327,13  5688,65
   261,5  3999,76  3328,96  5643,48
     262  3999,76  3340,56  5588,55
   262,5  3999,76  3346,05  5523,24
     263  3999,76  3350,32  5455,49
   263,5  3999,76  3353,37  5384,69
     264  3999,76  3353,98   5315,1
   264,5  3999,76  3362,53     5262
     265  3999,76   3360,7  5211,34
   265,5  3999,76  3367,41  5160,07
     266  3999,76  3366,19  5116,12
   266,5  3999,76   3366,8  5102,08
     267  3999,76  3383,28  5083,77
   267,5  3999,76  3387,55  5053,87
     268  3999,76   3378,4  5020,29
   268,5  3999,76  3379,01  4958,04
     269  3999,76  3391,22  4904,93
   269,5  3999,76  3386,33  4886,62
     270  3999,76  3389,39  4864,65
   270,5  3999,76     3390  4852,44
     271  3999,76  3386,33  4849,39
   271,5  3999,76  3379,62  4839,01
     272  3999,76  3380,84  4823,76
   272,5  3999,76  3383,28  4830,47
     273  3999,76  3388,16  4856,72
   273,5  3999,76  3381,45  4873,81
     274  3999,76  3375,96  4868,92
   274,5  3999,76   3378,4  4854,27
     275  3999,76  3377,18  4873,81
   275,5  3999,76  3374,13  4892,12
     276  3999,76  3374,13  4889,68
   276,5  3999,76  3382,06  4888,45
     277  3999,76  3382,06  4913,48
   277,5  3999,76  3386,33  4922,03
     278  3999,76  3385,72  4906,16
   278,5  3999,76  3388,16  4896,39
     279  3999,76  3383,28  4870,14
