Instituto Superior de Engenharia de Lisboa
    Laborat¢rio de Controlo de Sistemas


   Data: 05/04/22
   Hora: 11:44:40

UNIDADES:
   Tempo : seg.
   Canais: mV

POSICAO_DAS_VALVULAS:
   Valvula_A: 0
   Valvula_B: 2
   Valvula_C: 0

PARAMETROS_DO_CONTROLADOR:
   KP=2
   KI=0.4

Controlo: Nivel1

       Tabela de Dados



  Tempo  SetPoint  Nivel1   Caudal 
     336  4999,85  5103,92  3562,73
   336,5  4999,85  5106,36  3520,62
     337  4999,85  5116,12  3467,51
   337,5  4999,85  5119,17  3422,35
     338  4999,85  5121,01   3396,1
   338,5  4999,85  5121,62   3366,8
     339  4999,85  5117,34  3327,13
   339,5  4999,85   5126,5  3283,79
     340  4999,85  5127,72  3259,38
   340,5  4999,85  5128,33  3233,13
     341  4999,85  5127,72  3195,29
   341,5  4999,85  5124,67  3168,43
     342  4999,85  5123,45   3137,3
   342,5  4999,85  5125,28  3102,51
     343  4999,85   5120,4  3077,49
   343,5  4999,85  5121,62  3041,47
     344  4999,85  5114,29  3010,96
   344,5  4999,85  5116,73  2981,66
     345  4999,85  5110,02  2957,85
   345,5  4999,85  5105,14  2921,23
     346  4999,85   5108,8  2891,93
   346,5  4999,85  5095,98  2873,62
     347  4999,85  5094,15  2855,92
   347,5  4999,85  5086,21  2851,65
     348  4999,85  5089,88  2826,01
   348,5  4999,85  5086,21  2835,17
     349  4999,85  5088,05  2821,13
   349,5  4999,85   5073,4  2796,72
     350  4999,85  5074,01  2780,24
   350,5  4999,85   5061,8  2780,24
     351  4999,85   5055,7  2796,72
   351,5  4999,85  5057,53  2790,61
     352  4999,85  5045,32  2774,74
   352,5  4999,85  5042,27  2766,81
     353  4999,85  5036,16  2746,67
   353,5  4999,85   5032,5  2745,45
     354  4999,85  5024,57  2768,64
   354,5  4999,85  5025,79  2768,03
     355  4999,85  5017,85  2773,52
   355,5  4999,85  5006,87  2794,27
     356  4999,85  5006,87   2801,6
   356,5  4999,85  5005,65  2797,94
     357  4999,85  4995,88  2810,14
   357,5  4999,85  4993,44   2813,2
     358  4999,85   4997,1  2822,35
   358,5  4999,85  4994,66  2818,08
     359  4999,85  4980,62  2829,07
   359,5  4999,85  4980,01     2837
     360  4999,85  4978,18  2857,75
   360,5  4999,85  4976,35  2875,45
     361  4999,85  4973,91  2885,83
   361,5  4999,85  4972,69   2901,7
     362  4999,85  4961,09  2922,45
   362,5  4999,85  4964,75  2929,17
     363  4999,85  4962,31  2941,98
   363,5  4999,85  4956,21  2963,96
     364  4999,85  4958,65  2959,07
   364,5  4999,85  4951,32  2949,92
     365  4999,85  4947,66  2943,21
   365,5  4999,85  4949,49  2939,54
     366  4999,85  4942,78  2952,97
   366,5  4999,85  4947,66  2978,61
     367  4999,85  4945,83  3003,63
   367,5  4999,85  4947,66  3012,79
     368  4999,85  4942,17  3034,76
   368,5  4999,85  4946,44  3051,85
     369  4999,85  4937,28  3067,11
   369,5  4999,85  4934,84  3075,66
     370  4999,85  4936,67  3083,59
   370,5  4999,85  4936,67   3090,3
     371  4999,85  4937,28  3105,56
   371,5  4999,85  4940,34  3131,81
     372  4999,85  4942,78  3150,12
   372,5  4999,85  4939,73  3186,13
     373  4999,85  4939,73  3221,53
   373,5  4999,85  4950,71  3226,42
     374  4999,85     4944  3235,57
   374,5  4999,85  4945,22  3246,56
     375  4999,85  4950,71  3248,39
   375,5  4999,85   4955,6  3241,68
     376  4999,85  4946,44  3259,99
   376,5  4999,85  4951,93  3264,87
     377  4999,85  4963,53  3250,22
   377,5  4999,85  4957,43  3274,64
     378  4999,85   4967,8  3285,62
   378,5  4999,85  4964,75  3309,43
     379  4999,85  4966,58  3320,41
   379,5  4999,85  4969,63  3326,52
     380  4999,85  4976,35  3335,67
   380,5  4999,85  4976,35  3338,72
     381  4999,85  4975,74  3336,89
   381,5  4999,85  4977,57  3325,91
     382  4999,85  4976,96  3316,14
   382,5  4999,85  4990,39  3309,43
     383  4999,85  4986,72  3324,69
   383,5  4999,85  4992,22  3345,44
     384  4999,85  4991,61  3341,78
   384,5  4999,85   5003,2  3330,18
     385  4999,85   4997,1  3316,14
   385,5  4999,85  5001,98  3306,38
     386  4999,85  5005,04  3285,62
   386,5  4999,85  5006,87  3285,62
     387  4999,85  5005,65  3270,97
   387,5  4999,85  5017,85  3252,05
     388  4999,85  5011,14  3245,95
   388,5  4999,85  5013,58  3252,05
     389  4999,85  5011,14  3257,55
   389,5  4999,85  5014,19  3248,39
     390  4999,85  5015,41  3242,29
   390,5  4999,85  5017,24   3260,6
     391  4999,85   5026,4  3244,73
   391,5  4999,85  5019,07  3236,18
     392  4999,85  5022,74  3230,69
   392,5  4999,85  5023,35  3222,75
     393  4999,85  5023,35  3219,09
   393,5  4999,85  5033,11  3209,94
     394  4999,85   5026,4   3195,9
   394,5  4999,85  5028,84  3191,02
